	user_id	rec_item_list
0	14681	[21 10  1  2 19]
1	14681	[ 5 21 27 19  0]
2	14681	[24  1 28 30  0]
3	14681	[15 25  0 20 21]
4	14681	[ 6  8 24  0  3]
5	14681	[ 8 11 29 17 23]
6	14681	[11  5 22  2 24]
7	14681	[ 0 14 30  4 25]
8	14681	[27 20 28  9  0]
9	14681	[19 30 25 11  6]
10	14681	[ 9 22  4  8  3]
11	14681	[16 10  5  4  1]
12	14681	[10 26  5  3 13]
13	14681	[ 8  1 12  3 15]
14	14681	[29  6 10 27 25]
15	14681	[ 1 18 26  5  0]
16	14681	[8 0 9 3 1]
17	14681	[30 27 18  5 22]
18	14681	[25  5  1  8 22]
19	14681	[17 25 13  4 10]
20	14681	[ 8  4 12 25  0]
21	14681	[17  0  5 28 13]
22	14681	[11  5  0  6 21]
23	14681	[29  5  4 13  6]
24	14681	[ 6  9 20 13 26]
25	14681	[ 7  3 11 27 15]
26	14681	[ 8 26  5  0 19]
27	14681	[29 27  4 19 11]
28	14681	[29  3  1  0  2]
29	14681	[16 22 20  3 29]
30	14681	[12  7  2 16  8]
31	14681	[15  1 14  0 10]
32	14681	[ 1 19 29  8  0]
33	14681	[27  7  0 28 12]
34	14681	[17  0 12 16  5]
35	14681	[12 14 21  8  4]
36	14681	[ 0 21  5 10  4]
37	14681	[22 18  8 29 30]
38	14681	[21  1 12  3  0]
39	14681	[20  7  1 22  5]
40	14681	[27 13 16 14 30]
41	14681	[27 18 10  7 28]
42	14681	[19 24 26  2  8]
43	14681	[ 9 14  8  2  7]
44	14681	[26 22 12  9 16]
45	14681	[24  6  1  5 22]
46	14681	[ 7 12 23 10 22]
47	14681	[ 2  7 15 20 11]
48	14681	[ 9  0  2 18 22]
49	14681	[12 17 24 18 23]
50	14681	[11 27 15  0  9]
51	14681	[ 5  1 26  2 20]
52	14681	[11  4  0 27 29]
53	14681	[ 4 10  1 14  0]
54	14681	[ 0  8 29 12  3]
55	14681	[18  1  8  3  0]
56	14681	[24 12  4 25 15]
57	14681	[2 0 5 8 3]
58	14681	[ 7 24  2 29  1]
59	14681	[ 0  7 26 29 18]
60	14681	[14  6 17  0 27]
61	14681	[ 8  0 23 17 13]
62	14681	[27  1 20  0 14]
63	14681	[10 29 14 27 16]
64	14681	[ 9 16 19 12  4]
65	14681	[1 2 0 9 8]
66	14681	[27 26  8 22  5]
67	14681	[ 8 30  1  4 22]
68	14681	[ 0 26  8  4  6]
69	14681	[ 2 16  7 13  1]
70	14681	[15 29 21 30  3]
71	14681	[30 26 17  4 19]
72	14681	[10 22 26 11  0]
73	14681	[15 24 16  0  1]
74	14681	[ 0  2 27 16 11]
75	14681	[11  1 18 17 12]
76	14681	[15 20 10 23 18]
77	14681	[26 10 18  0  1]
78	14681	[ 8 28 19 17  0]
79	14681	[26 17 28 20 27]
80	14681	[ 7  1 27 23  3]
81	14681	[22 24 18 16 10]
82	14681	[ 7  0 20 29  5]
83	14681	[21  6 25 29  3]
84	14681	[ 1 24 18 30 19]
85	14681	[ 1 30  8 29 23]
86	14681	[ 8 22  0 12 11]
87	14681	[ 6  2 10  1  0]
88	14681	[19  9 12  7 22]
89	14681	[ 8 15 17 12 23]
90	14681	[22 19  4 23  2]
91	14681	[ 5 14  0 25 26]
92	14681	[ 4 28  6  0  5]
93	14681	[14  2 26 22 16]
94	14681	[12  0  3 22  4]
95	14681	[24 10  7 17 23]
96	14681	[30 15  2 13 21]
97	14681	[27 24  9 15 22]
98	14681	[27 18 15  7 14]
99	14681	[22  0 30  3 18]
100	14681	[21 13  4 22 29]
101	14681	[ 8 24 30 27 28]
102	14681	[29 28 12  8  0]
103	14681	[ 7 16 27 14 22]
104	14681	[ 3  8  5  0 29]
105	14681	[10 29 30 24  0]
106	14681	[11 16 29 27 10]
107	14681	[27 20 30 15  0]
108	14681	[ 2  7 28  8  9]
109	14681	[11 17  3  0  2]
110	14681	[ 0 10  4  8 28]
111	14681	[20 17 24 22  8]
112	14681	[16  0 23  8 20]
113	14681	[27 13 29 19 11]
114	14681	[ 8 16  2 13  0]
115	14681	[26  1  8 13  0]
116	14681	[15 29 19  2 12]
117	14681	[ 2 14 30  8 26]
118	14681	[ 2 23  0 13 19]
119	14681	[25 16  0 22  1]
120	14681	[ 2  0  1 17  8]
121	14681	[ 3 30 12  0  8]
122	14681	[ 0  3 23  5 14]
123	14681	[14  4 15  8 22]
124	14681	[15 14  2 13  9]
125	14681	[24 30  5 23  0]
126	14681	[ 5  1 21 16 20]
127	14681	[ 1  2 20 28 12]
128	14681	[22 14  1 27 24]
129	14681	[ 1  0 15  6  9]
130	14681	[24 23 14 21 29]
131	14681	[16  5 20 11 24]
132	14681	[ 0  7 26 15 17]
133	14681	[12 22  4  3 11]
134	14681	[23 18  0 17 14]
135	14681	[ 6 19 16 12 20]
136	14681	[16  5 18 27 29]
137	14681	[ 9 14  1  0 16]
138	14681	[ 6 14 11 16 15]
139	14681	[ 2 11 24  0  3]
140	14681	[20  0 23 17  6]
141	14681	[ 0 17  1 18  6]
142	14681	[16  0 19  6  8]
143	14681	[ 0 12  2 13  4]
144	14681	[19  0  6 11  9]
145	14681	[15  3  5 12 17]
146	14681	[14  7 23 16 22]
147	14681	[ 4 17 14 10  6]
148	14681	[25 14  4 17  6]
149	14681	[ 5  1  0 19  4]
150	14681	[13 28 20  0 30]
151	14681	[24 23 13 27  1]
152	14681	[16  5 12  9 25]
153	14681	[28  7  9 21 11]
154	14681	[ 0 12  2 11  7]
155	14681	[ 3 12  0  7 27]
156	14681	[ 1  0  6 26 20]
157	14681	[ 5 16  1  0 18]
158	14681	[27  8  6 30 16]
159	14681	[22  0 28 16  7]
160	14681	[ 5 30  6  0 12]
161	14681	[10 24 12 22 18]
162	14681	[ 9 23  2 24 12]
163	14681	[29  4 17 14  0]
164	14681	[ 9 26 12  0 27]
165	14681	[30  2  3 21 14]
166	14681	[ 1  0 20 21 30]
167	14681	[30  9  0 25 12]
168	14681	[19 11 13 28  1]
169	14681	[27  1  0  2  7]
170	14681	[ 0  3 24  6 22]
171	14681	[ 1  0 13  3 12]
172	14681	[17 30  9 10 25]
173	14681	[14 11  0 15 10]
174	14681	[18  7 29 16 28]
175	14681	[ 0  3 30 16 14]
176	14681	[22 13  6  7  1]
177	14681	[ 8 20 10  9 24]
